Бренд;Артикул;Цена
APlus;11150AP;527,74
APlus;11157AP;412,09
APlus;11164AP;703,21
APlus;11167AP;535,71
APlus;11236AP;443,99
APlus;11237AP;443,99
APlus;11242AP;393,48
APlus;11304AP;443,99
APlus;11315AP;686,59
APlus;11322AP;519,1
APlus;11340AP;502,48
APlus;11344AP;370,21
APlus;11347AP;443,99
APlus;11358AP;596,2
APlus;11359AP;596,2
APlus;11371AP;353,6
APlus;11372AP;353,6
APlus;11373AP;373,54
APlus;11390AP;741,76
APlus;11391AP;741,76
APlus;11393AP;1163,82
APlus;11422AP;686,59
APlus;11459AP;544,36
APlus;11460AP;511,12
APlus;11479AP;443,99
APlus;11491AP;633,42
APlus;11501AP;560,97
APlus;11505AP;535,71
APlus;11602AP;505,81
APlus;11610AP;2629,39
APlus;11611AP;2629,39
APlus;11644AP;535,71
APlus;11647AP;279,82
APlus;11658AP;596,2
APlus;11659AP;596,2
APlus;11702AP;3182,38
APlus;11705AP;527,74
APlus;11733AP;527,74
APlus;11736AP;453,96
APlus;11758AP;363,57
APlus;11760AP;393,48
APlus;11761AP;393,48
APlus;11763AP;741,76
APlus;11766AP;490,52
APlus;11767AP;344,96
APlus;11771AP;276,5
APlus;11772AP;413,42
APlus;11781AP;1155,84
APlus;11782AP;1155,84
APlus;11847AP;519,1
APlus;11887AP;2245,88
APlus;11929AP;820,85
APlus;11930AP;820,85
APlus;11934AP;837,47
APlus;11947AP;363,57
APlus;11954AP;360,24
APlus;11955AP;703,21
APlus;11956AP;477,22
APlus;11958AP;527,74
APlus;11959AP;527,74
APlus;11962AP;443,99
APlus;11971AP;418,73
APlus;11977AP;434,02
APlus;11980AP;410,09
APlus;11981AP;428,7
APlus;11992AP;385,5
APlus;11993AP;385,5
APlus;12002AP;527,74
APlus;12003AP;527,74
APlus;12005AP;505,81
APlus;12009AP;425,38
APlus;12013AP;753,72
APlus;12023AP;1944,79
APlus;12024AP;1944,79
APlus;12038AP;371,54
APlus;12039AP;371,54
APlus;12044AP;544,36
APlus;12045AP;374,87
APlus;12057AP;594,87
APlus;12115AP;393,48
APlus;12140AP;669,98
APlus;12144AP;425,38
APlus;12145AP;385,5
APlus;12168AP;393,48
APlus;12174AP;373,54
APlus;12178AP;413,42
APlus;12183AP;318,37
APlus;12187AP;3333,26
APlus;12188AP;3333,26
APlus;12189AP;331,66
APlus;12191AP;336,98
APlus;12207AP;374,87
APlus;12216AP;363,57
APlus;12223AP;309,73
APlus;12301AP;412,09
APlus;12328AP;567,62
APlus;12346AP;527,74
APlus;12347AP;527,74
APlus;12370AP;376,86
APlus;12378AP;413,42
APlus;12388AP;636,74
APlus;12389AP;636,74
APlus;12397AP;360,24
APlus;12406AP;470,58
APlus;12407AP;490,52
APlus;12432AP;385,5
APlus;12442AP;535,71
APlus;12448AP;427,38
APlus;12451AP;1472,22
APlus;12452AP;1472,22
APlus;12469AP;519,1
APlus;12491AP;445,32
APlus;12492AP;445,32
APlus;12505AP;686,59
APlus;12516AP;500,49
APlus;12519AP;393,48
APlus;12533AP;393,48
APlus;12558AP;360,24
APlus;12571AP;602,85
APlus;12584AP;363,57
APlus;12588AP;1004,96
APlus;12593AP;467,25
APlus;12597AP;544,36
APlus;12598AP;549,67
APlus;12601AP;1182,43
APlus;12638AP;676,62
APlus;12672AP;1490,83
APlus;12673AP;1490,83
APlus;12683AP;393,48
APlus;12688AP;427,38
APlus;12766AP;403,45
APlus;12828AP;1390,47
APlus;12835AP;2435,31
APlus;12836AP;2435,31
APlus;12842AP;760,37
APlus;12876AP;485,87
APlus;12888AP;854,09
APlus;12900AP;1809,2
APlus;12901AP;1809,2
APlus;12925AP;393,48
APlus;12931AP;529,07
APlus;12932AP;524,42
APlus;12933AP;360,24
APlus;12941AP;588,22
APlus;12942AP;588,22
APlus;12951AP;413,42
APlus;12969AP;611,49
APlus;12974AP;490,52
APlus;12977AP;521,09
APlus;12978AP;521,09
APlus;12979AP;731,79
APlus;12984AP;574,26
APlus;12997AP;493,84
APlus;13000AP;413,42
APlus;13013AP;400,12
APlus;13019AP;554,33
APlus;13025AP;360,24
APlus;13029AP;344,96
APlus;13034AP;493,84
APlus;13035AP;368,22
APlus;13040AP;390,15
APlus;13062AP;400,12
APlus;13085AP;451,97
APlus;13103AP;544,36
APlus;13107AP;388,83
APlus;13121AP;675,29
APlus;13124AP;373,54
APlus;13127AP;376,86
APlus;13129AP;309,73
APlus;13132AP;413,42
APlus;13144AP;343,63
APlus;13162AP;430,7
APlus;13174AP;413,42
APlus;13175AP;460,61
APlus;13178AP;283,14
APlus;13191AP;628,1
APlus;13196AP;611,49
APlus;13218AP;361,57
APlus;13232AP;427,38
APlus;13359AP;527,74
APlus;13361AP;1078,74
APlus;13364AP;527,74
APlus;13426AP;402,12
APlus;13438AP;1494,15
APlus;13511AP;551
APlus;13520AP;529,07
APlus;13524AP;626,11
APlus;13536AP;626,11
APlus;13559AP;569,61
APlus;13562AP;418,73
APlus;13571AP;393,48
APlus;13574AP;596,2
APlus;13581AP;569,61
APlus;13582AP;485,87
APlus;13583AP;502,48
APlus;13585AP;385,5
APlus;13596AP;660,01
APlus;13597AP;660,01
APlus;13626AP;443,99
APlus;13632AP;1011,61
APlus;13640AP;504,48
APlus;13650AP;522,42
APlus;13658AP;430,7
APlus;13660AP;490,52
APlus;13677AP;451,97
APlus;13678AP;443,99
APlus;13682AP;577,59
APlus;13684AP;502,48
APlus;13686AP;517,77
APlus;13694AP;410,09
APlus;13700AP;443,99
APlus;13703AP;395,47
APlus;13718AP;745,08
APlus;13719AP;745,08
APlus;13781AP;1279,47
APlus;13821AP;3333,26
APlus;13822AP;1638,38
APlus;13823AP;1638,38
APlus;13873AP;1494,15
APlus;13880AP;1832,46
APlus;13946AP;5678,18
APlus;14020AP;5864,28
APlus;14029AP;5864,28
APlus;14034AP;2071,74
APlus;14039AP;2071,74
APlus;14044AP;5678,18
APlus;14082AP;3852,36
APlus;14084AP;8190,59
APlus;14107AP;434,02
APlus;14109AP;393,48
APlus;14112AP;343,63
APlus;14134AP;395,47
APlus;14136AP;363,57
APlus;14138AP;340,31
APlus;14140AP;363,57
APlus;14144AP;374,87
APlus;14146AP;348,28
APlus;14152AP;405,44
APlus;14154AP;393,48
APlus;14156AP;374,87
APlus;14162AP;493,84
APlus;14164AP;405,44
APlus;14168AP;346,95
APlus;14177AP;334,99
APlus;14178AP;334,99
APlus;14186AP;343,63
APlus;14189AP;361,57
APlus;14190AP;361,57
APlus;14195AP;326,35
APlus;14196AP;360,24
APlus;14202AP;351,6
APlus;14203AP;427,38
APlus;14208AP;1038,2
APlus;14209AP;525,74
APlus;14210AP;109
APlus;14212AP;393,48
APlus;14217AP;1155,84
APlus;14218AP;1155,84
APlus;14219AP;200,73
APlus;14225AP;271,18
APlus;14262AP;186,1
APlus;14267AP;266,53
APlus;14275AP;113,66
APlus;14276AP;231,3
APlus;14277AP;194,08
APlus;14280AP;713,84
APlus;14282AP;259,88
APlus;14283AP;266,53
APlus;14297AP;253,23
APlus;14299AP;182,78
APlus;14319AP;152,21
APlus;14320AP;336,98
APlus;14323AP;199,4
APlus;14361AP;283,14
APlus;14363AP;475,9
APlus;14365AP;219,34
APlus;14372AP;219,34
APlus;14375AP;259,88
APlus;14388AP;338,31
APlus;14395AP;289,79
APlus;14396AP;1034,87
APlus;14410AP;519,1
APlus;14422AP;949,8
APlus;14424AP;383,51
APlus;14430AP;586,23
APlus;14437AP;519,1
APlus;14438AP;519,1
APlus;14457AP;435,35
APlus;14458AP;2093,67
APlus;14459AP;2093,67
APlus;14460AP;366,89
APlus;14461AP;664,66
APlus;14462AP;664,66
APlus;14497AP;616,14
APlus;14498AP;511,12
APlus;14503AP;529,07
APlus;14504AP;529,07
APlus;14507AP;606,17
APlus;14517AP;451,97
APlus;14518AP;451,97
APlus;14519AP;418,73
APlus;14520AP;606,17
APlus;14521AP;606,17
APlus;14522AP;318,37
APlus;14525AP;283,14
APlus;14537AP;549,67
APlus;14539AP;676,62
APlus;14551AP;5192,31
APlus;14572AP;422,06
APlus;14587AP;393,48
APlus;14588AP;393,48
APlus;14590AP;413,42
APlus;14593AP;453,96
APlus;14607AP;505,81
APlus;14608AP;505,81
APlus;14686AP;418,73
APlus;14723AP;557,65
APlus;14726AP;402,12
APlus;14815AP;158,85
APlus;14831AP;570,94
APlus;14866AP;688,59
APlus;14888AP;249,25
APlus;14890AP;721,82
APlus;14928AP;334,99
APlus;14969AP;251,24
APlus;15132AP;792,27
APlus;15136AP;412,09
APlus;15159AP;1121,94
APlus;15190AP;711,85
APlus;15216AP;443,99
APlus;15220AP;497,16
APlus;15227AP;686,59
APlus;15228AP;686,59
APlus;15229AP;351,6
APlus;15232AP;1021,58
APlus;15235AP;676,62
APlus;15557AP;200,73
APlus;15564AP;3502,09
APlus;15565AP;5383,07
APlus;15570AP;664,66
APlus;15578AP;182,78
APlus;15585AP;4019,85
APlus;15593AP;211,36
APlus;15596AP;1175,78
APlus;15597AP;1175,78
APlus;15612AP;1981,35
APlus;15613AP;1981,35
APlus;15614AP;664,66
APlus;15615AP;664,66
APlus;15616AP;511,12
APlus;15617AP;358,25
APlus;15618AP;358,25
APlus;15619AP;2261,17
APlus;15620AP;425,38
APlus;15621AP;460,61
APlus;15623AP;482,54
APlus;15624AP;385,5
APlus;15625AP;511,12
APlus;15627AP;577,59
APlus;15629AP;485,87
APlus;15631AP;534,39
APlus;15632AP;534,39
APlus;15639AP;695,23
APlus;15644AP;527,74
APlus;15645AP;527,74
APlus;15646AP;385,5
APlus;15648AP;554,33
APlus;15649AP;773,66
APlus;15650AP;773,66
APlus;15651AP;616,14
APlus;15652AP;683,27
APlus;15658AP;3182,38
APlus;15660AP;606,17
APlus;15693AP;795,6
APlus;15733AP;852,76
APlus;15736AP;430,7
APlus;15740AP;475,9
APlus;15743AP;244,59
APlus;15757AP;500,49
APlus;15767AP;470,58
APlus;15768AP;413,42
APlus;15811AP;541,03
APlus;15823AP;4264,45
APlus;15824AP;4264,45
APlus;15965AP;511,12
APlus;15986AP;458,61
APlus;15988AP;720,49
APlus;15989AP;413,42
APlus;15990AP;3371,81
APlus;15991AP;3371,81
APlus;16011AP;500,49
APlus;16012AP;443,99
APlus;16013AP;451,97
APlus;16014AP;626,11
APlus;16044AP;606,17
APlus;16045AP;669,98
APlus;16079AP;378,86
APlus;16080AP;376,86
APlus;16081AP;378,86
APlus;16082AP;686,59
APlus;16083AP;686,59
APlus;16089AP;519,1
APlus;16095AP;544,36
APlus;16107AP;1788,6
APlus;16108AP;1788,6
APlus;16171AP;1490,83
APlus;16173AP;393,48
APlus;16178AP;1222,97
APlus;16180AP;1149,19
APlus;16185AP;691,91
APlus;16193AP;363,57
APlus;16194AP;363,57
APlus;16197AP;477,22
APlus;16198AP;2870,66
APlus;16199AP;2870,66
APlus;16201AP;3842,39
APlus;16202AP;3842,39
APlus;16207AP;326,35
APlus;16209AP;435,35
APlus;16210AP;374,87
APlus;16211AP;374,87
APlus;16221AP;434,02
APlus;16222AP;434,02
APlus;16232AP;606,17
APlus;16233AP;477,22
APlus;16234AP;477,22
APlus;16238AP;511,12
APlus;16243AP;622,78
APlus;16256AP;453,96
APlus;16257AP;453,96
APlus;16263AP;465,93
APlus;16268AP;2751,69
APlus;16269AP;2751,69
APlus;16273AP;383,51
APlus;16301AP;373,54
APlus;16302AP;373,54
APlus;16303AP;418,73
APlus;16304AP;2686,55
APlus;16305AP;2686,55
APlus;16306AP;634,75
APlus;16311AP;443,99
APlus;16316AP;378,86
APlus;16332AP;373,54
APlus;16333AP;373,54
APlus;16336AP;641,4
APlus;16352AP;374,87
APlus;16355AP;1415,06
APlus;16375AP;519,1
APlus;16411AP;2790,24
APlus;16491AP;626,11
APlus;16495AP;606,17
APlus;16496AP;393,48
APlus;16497AP;393,48
APlus;16498AP;907,92
APlus;16506AP;385,5
APlus;16510AP;669,98
APlus;16513AP;341,63
APlus;16515AP;641,4
APlus;16516AP;636,74
APlus;16523AP;366,89
APlus;16525AP;360,24
APlus;16527AP;353,6
APlus;16528AP;353,6
APlus;16536AP;318,37
APlus;16537AP;402,12
APlus;16543AP;1336,63
APlus;16554AP;457,28
APlus;16574AP;440,67
APlus;16576AP;295,11
APlus;16577AP;418,73
APlus;16588AP;2031,86
APlus;16589AP;711,85
APlus;16600AP;698,56
APlus;16603AP;500,49
APlus;16612AP;2457,24
APlus;16626AP;2457,24
APlus;16633AP;683,27
APlus;16645AP;460,61
APlus;16646AP;443,99
APlus;16650AP;2126,91
APlus;16652AP;522,42
APlus;16653AP;453,96
APlus;16656AP;453,96
APlus;16662AP;708,53
APlus;16663AP;385,5
APlus;16667AP;385,5
APlus;16668AP;3163,77
APlus;16669AP;3163,77
APlus;16683AP;413,42
APlus;16684AP;413,42
APlus;16685AP;614,81
APlus;16686AP;837,47
APlus;16687AP;837,47
APlus;16700AP;577,59
APlus;16701AP;577,59
APlus;16702AP;385,5
APlus;16703AP;385,5
APlus;16704AP;425,38
APlus;16706AP;535,71
APlus;16744AP;323,02
APlus;16753AP;346,95
APlus;16761AP;519,1
APlus;16762AP;529,07
APlus;16763AP;703,21
APlus;16766AP;413,42
APlus;16767AP;413,42
APlus;16768AP;470,58
APlus;16807AP;2063,76
APlus;16808AP;490,52
APlus;16830AP;1132,58
APlus;16848AP;239,28
APlus;16853AP;534,39
APlus;16854AP;569,61
APlus;16855AP;569,61
APlus;16856AP;451,97
APlus;16859AP;5443,55
APlus;16860AP;5443,55
APlus;16861AP;385,5
APlus;16862AP;385,5
APlus;16886AP;502,48
APlus;16941AP;658,01
APlus;17004AP;574,26
APlus;17005AP;574,26
APlus;17006AP;577,59
APlus;17007AP;737,11
APlus;17020AP;4170,73
APlus;17023AP;602,85
APlus;17024AP;602,85
APlus;17025AP;798,92
APlus;17026AP;798,92
APlus;17039AP;3123,89
APlus;17040AP;3123,89
APlus;17047AP;428,7
APlus;17058AP;731,79
APlus;17062AP;457,28
APlus;17075AP;541,03
APlus;17076AP;1088,71
APlus;17120AP;1030,22
APlus;17163AP;769,01
APlus;17175AP;4669,89
APlus;17232AP;315,05
APlus;17239AP;566,29
APlus;17240AP;619,46
APlus;17241AP;628,1
APlus;17243AP;400,12
APlus;17384AP;348,28
APlus;17848AP;686,59
APlus;17942AP;683,27
APlus;17953AP;477,22
APlus;17997AP;356,92
APlus;18019AP;529,07
APlus;18042AP;435,35
APlus;18059AP;669,98
APlus;18060AP;487,19
APlus;18061AP;798,92
APlus;18062AP;798,92
APlus;18066AP;354,93
APlus;18067AP;354,93
APlus;18082AP;413,42
APlus;18093AP;487,19
APlus;18104AP;776,99
APlus;18117AP;413,42
APlus;18118AP;2378,15
APlus;18119AP;2378,15
APlus;18120AP;273,17
APlus;18146AP;6450,51
APlus;18154AP;854,09
APlus;18158AP;351,6
APlus;18180AP;531,06
APlus;18207AP;1294,75
APlus;18210AP;1184,42
APlus;18211AP;988,35
APlus;18212AP;988,35
APlus;18213AP;689,92
APlus;18236AP;231,3
APlus;18243AP;3165,77
APlus;18244AP;3165,77
APlus;18279AP;569,61
APlus;18305AP;564,29
APlus;18307AP;556,32
APlus;18309AP;434,02
APlus;18310AP;611,49
APlus;18311AP;611,49
APlus;18313AP;577,59
APlus;18317AP;969,74
APlus;18327AP;616,14
APlus;18329AP;343,63
APlus;18330AP;3400,39
APlus;18331AP;3400,39
APlus;18341AP;874,03
APlus;18414AP;385,5
APlus;18415AP;502,48
APlus;18416AP;502,48
APlus;18417AP;413,42
APlus;18418AP;396,8
APlus;18420AP;567,62
APlus;18422AP;894,63
APlus;18423AP;894,63
APlus;18424AP;741,76
APlus;18425AP;741,76
APlus;18447AP;267,86
APlus;18448AP;311,72
APlus;18471AP;360,24
APlus;18483AP;318,37
APlus;18531AP;519,1
APlus;18602AP;286,47
APlus;18603AP;197,4
APlus;18605AP;130,94
APlus;18617AP;636,74
APlus;18618AP;373,54
APlus;18619AP;373,54
APlus;18627AP;438,67
APlus;18629AP;400,12
APlus;18704AP;179,46
APlus;18705AP;234,62
APlus;19002AP;556,32
APlus;19423AP;839,46
APlus;19424AP;839,46
APlus;19425AP;1105,33
APlus;19428AP;1597,84
APlus;19429AP;1597,84
APlus;19430AP;1540,68
APlus;19431AP;1540,68
APlus;19432AP;3014,89
APlus;19433AP;3014,89
APlus;19442AP;1859,05
APlus;19443AP;1859,05
APlus;19444AP;971,73
APlus;19449AP;4014,54
APlus;19450AP;4014,54
APlus;19453AP;1031,55
APlus;19454AP;1031,55
APlus;19471AP;1336,63
APlus;19475AP;3333,26
APlus;19480AP;644,72
APlus;19483AP;1202,37
APlus;19487AP;644,72
APlus;19489AP;425,38
APlus;19491AP;837,47
APlus;19518AP;493,84
APlus;19525AP;894,63
APlus;19526AP;577,59
APlus;19532AP;1292,76
APlus;19540AP;760,37
APlus;19575AP;837,47
APlus;19576AP;837,47
APlus;19601AP;562,97
APlus;19621AP;393,48
APlus;19622AP;393,48
APlus;19624AP;413,42
APlus;19625AP;413,42
APlus;19626AP;475,9
APlus;19627AP;475,9
APlus;19628AP;912,58
APlus;19633AP;646,71
APlus;19634AP;646,71
APlus;19638AP;251,24
APlus;19683AP;817,53
APlus;19695AP;577,59
APlus;19733AP;788,95
APlus;19734AP;788,95
APlus;19737AP;2674,59
APlus;19751AP;527,74
APlus;19773AP;354,93
APlus;19774AP;440,67
APlus;19799AP;3319,97
APlus;19812AP;837,47
APlus;19816AP;529,07
APlus;19841AP;457,28
APlus;19875AP;2489,15
APlus;19876AP;2489,15
APlus;19921AP;502,48
APlus;19931AP;541,03
APlus;19950AP;465,93
APlus;20009AP;247,92
APlus;20022AP;656,68
APlus;20024AP;566,29
APlus;20045AP;577,59
APlus;20138AP;3485,47
APlus;20160AP;346,95
APlus;20161AP;346,95
APlus;20192AP;521,09
APlus;20193AP;544,36
APlus;20214AP;405,44
APlus;20231AP;383,51
APlus;20233AP;535,71
APlus;20238AP;616,14
APlus;20240AP;493,84
APlus;20242AP;451,97
APlus;20258AP;817,53
APlus;20268AP;366,89
APlus;20294AP;413,42
APlus;20297AP;808,89
APlus;20300AP;393,48
APlus;20308AP;671,97
APlus;20317AP;485,87
APlus;20318AP;485,87
APlus;20320AP;527,74
APlus;20340AP;453,96
APlus;20382AP;410,09
APlus;20385AP;812,21
APlus;20475AP;951,13
APlus;20494AP;609,49
APlus;20597AP;499,16
APlus;20644AP;542,36
APlus;20646AP;165,5
APlus;20647AP;2167,45
APlus;20648AP;2167,45
APlus;20649AP;664,66
APlus;20663AP;425,38
APlus;20666AP;485,87
APlus;20668AP;3208,97
APlus;20669AP;3208,97
APlus;20702AP;588,22
APlus;20718AP;453,96
APlus;20733AP;502,48
APlus;20740AP;588,22
APlus;20741AP;556,32
APlus;20742AP;343,63
APlus;20746AP;564,29
APlus;20747AP;564,29
APlus;20748AP;360,24
APlus;20749AP;393,48
APlus;20767AP;1323,33
APlus;20776AP;1607,81
APlus;20777AP;1607,81
APlus;20782AP;361,57
APlus;20918AP;371,54
APlus;20929AP;445,32
APlus;20951AP;529,07
APlus;20986AP;1456,93
APlus;20988AP;500,49
APlus;21069AP;487,19
APlus;21070AP;487,19
APlus;21099AP;527,74
APlus;21100AP;527,74
APlus;21126AP;427,38
APlus;21130AP;999,65
APlus;21164AP;628,1
APlus;21165AP;628,1
APlus;21166AP;527,74
APlus;21181AP;430,7
APlus;21183AP;577,59
APlus;21184AP;577,59
APlus;21202AP;351,6
APlus;21213AP;1155,84
APlus;21298AP;7351,12
APlus;21301AP;490,52
APlus;21339AP;669,98
APlus;21357AP;430,7
APlus;21379AP;817,53
APlus;21406AP;291,12
APlus;21527AP;606,17
APlus;21554AP;4083,66
APlus;21556AP;2128,9
APlus;21570AP;3975,99
APlus;21571AP;624,78
APlus;21572AP;624,78
APlus;21594AP;1202,37
APlus;21600AP;493,84
APlus;21618AP;492,51
APlus;21621AP;344,96
APlus;21623AP;435,35
APlus;21627AP;485,87
APlus;21628AP;418,73
APlus;21642AP;611,49
APlus;21643AP;611,49
APlus;21817AP;738,44
APlus;21855AP;475,9
APlus;21860AP;1684,91
APlus;21861AP;1684,91
APlus;21895AP;344,96
APlus;21900AP;509,13
APlus;21902AP;469,25
APlus;21906AP;624,78
APlus;21918AP;519,1
APlus;21974AP;598,19
APlus;21978AP;606,17
APlus;21981AP;483,87
APlus;21982AP;497,16
APlus;21984AP;402,12
APlus;21986AP;326,35
APlus;21987AP;287,8
APlus;21992AP;529,07
APlus;21994AP;751,73
APlus;21996AP;3072,05
APlus;22000AP;370,21
APlus;22001AP;360,24
APlus;22013AP;751,73
APlus;22014AP;350,27
APlus;22019AP;505,81
APlus;22020AP;422,06
APlus;22088AP;2917,85
APlus;22152AP;6644,59
APlus;22192AP;457,28
APlus;22198AP;1450,28
APlus;22294AP;3072,05
APlus;22295AP;3072,05
APlus;22296AP;351,6
APlus;22300AP;798,92
APlus;22304AP;405,44
APlus;22305AP;405,44
APlus;22306AP;405,44
APlus;22307AP;405,44
APlus;22308AP;804,24
APlus;22309AP;820,85
APlus;22311AP;3386,43
APlus;22312AP;3386,43
APlus;22354AP;392,15
APlus;22366AP;482,54
APlus;22367AP;482,54
APlus;22369AP;435,35
APlus;22372AP;2641,35
APlus;22373AP;2641,35
APlus;22374AP;770,34
APlus;22380AP;546,35
APlus;22396AP;846,11
APlus;22501AP;828,83
APlus;22502AP;326,35
APlus;22503AP;326,35
APlus;22524AP;703,21
APlus;22577AP;683,27
APlus;22594AP;376,86
APlus;22923AP;2043,16
APlus;22973AP;2043,16
APlus;23145AP;748,41
APlus;23153AP;2922,5
APlus;23155AP;167,49
APlus;23156AP;395,47
APlus;23160AP;469,25
APlus;23161AP;529,07
APlus;23164AP;321,69
APlus;23227AP;1494,15
APlus;23304AP;519,1
APlus;23322AP;428,7
APlus;23323AP;493,84
APlus;23338AP;566,29
APlus;23349AP;747,08
APlus;23350AP;914,57
APlus;23351AP;606,17
APlus;23360AP;2773,62
APlus;23361AP;2773,62
APlus;23661AP;505,81
APlus;23693AP;393,48
APlus;23706AP;393,48
APlus;23727AP;1494,15
APlus;23782AP;566,29
APlus;23783AP;837,47
APlus;23790AP;562,97
APlus;23791AP;562,97
APlus;23848AP;2448,6
APlus;23849AP;2448,6
APlus;23855AP;556,32
APlus;23875AP;1088,71
APlus;23879AP;556,32
APlus;23916AP;1587,87
APlus;23940AP;521,09
APlus;23941AP;420,73
APlus;23942AP;420,73
APlus;23949AP;1474,21
APlus;23980AP;413,42
APlus;23981AP;427,38
APlus;23982AP;427,38
APlus;24123AP;547,68
APlus;24124AP;505,81
APlus;24199AP;1693,55
APlus;24200AP;1693,55
APlus;24202AP;434,02
APlus;24203AP;2879,3
APlus;24362AP;500,49
APlus;24379AP;798,92
APlus;24380AP;493,84
APlus;24384AP;1222,97
APlus;24422AP;3975,99
APlus;24435AP;606,17
APlus;24529AP;277,83
APlus;24534AP;570,94
APlus;24539AP;396,8
APlus;24585AP;817,53
APlus;24586AP;817,53
APlus;24590AP;5410,32
APlus;24591AP;5410,32
APlus;24625AP;388,83
APlus;24627AP;363,57
APlus;24785AP;4187,35
APlus;24799AP;4661,25
APlus;24800AP;4661,25
APlus;24895AP;434,02
APlus;24915AP;465,93
APlus;24965AP;351,6
APlus;25007AP;385,5
APlus;25008AP;385,5
APlus;25072AP;1063,45
APlus;25078AP;492,51
APlus;25119AP;579,58
APlus;25120AP;661,34
APlus;25124AP;500,49
APlus;25128AP;778,98
APlus;25129AP;477,22
APlus;25134AP;443,99
APlus;25138AP;559,64
APlus;25160AP;778,98
APlus;25161AP;778,98
APlus;25165AP;1356,57
APlus;25166AP;1356,57
APlus;25179AP;311,72
APlus;25234AP;644,72
APlus;25260AP;628,1
APlus;25261AP;6069,66
APlus;25296AP;413,42
APlus;25346AP;616,14
APlus;25347AP;616,14
APlus;25407AP;490,52
APlus;25409AP;490,52
APlus;25411AP;556,32
APlus;25428AP;311,72
APlus;25435AP;519,1
APlus;25436AP;546,35
APlus;25442AP;422,06
APlus;25507AP;640,07
APlus;25517AP;854,09
APlus;25533AP;767,02
APlus;25567AP;1038,2
APlus;25568AP;1038,2
APlus;25570AP;698,56
APlus;25571AP;715,17
APlus;25573AP;741,76
APlus;25602AP;303,08
APlus;25917AP;934,51
APlus;26003AP;502,48
APlus;26017AP;998,32
APlus;26024AP;586,23
APlus;26034AP;654,69
APlus;26035AP;654,69
APlus;26036AP;5148,44
APlus;26037AP;5148,44
APlus;26038AP;1646,36
APlus;26039AP;1646,36
APlus;26158AP;505,81
APlus;26163AP;731,79
APlus;26165AP;894,63
APlus;26171AP;556,32
APlus;26172AP;556,32
APlus;26246AP;402,12
APlus;26286AP;837,47
APlus;26287AP;559,64
APlus;26381AP;669,98
APlus;26382AP;669,98
APlus;26387AP;628,1
APlus;26402AP;567,62
APlus;26409AP;430,7
APlus;26558AP;1115,3
APlus;26576AP;470,58
APlus;26583AP;453,96
APlus;26620AP;889,31
APlus;26653AP;400,12
APlus;26760AP;2123,58
APlus;26765AP;1262,85
APlus;26766AP;1262,85
APlus;26790AP;895,96
APlus;26791AP;895,96
APlus;26859AP;606,17
APlus;26860AP;606,17
APlus;26934AP;2870,66
APlus;26936AP;1407,08
APlus;26937AP;1505,45
APlus;26993AP;527,74
APlus;26994AP;844,12
APlus;27291AP;683,27
APlus;27333AP;675,29
APlus;27349AP;641,4
APlus;27351AP;695,23
APlus;27352AP;695,23
APlus;27433AP;636,74
APlus;27435AP;606,17
APlus;27437AP;596,2
APlus;27442AP;427,38
APlus;27444AP;1163,82
APlus;27447AP;636,74
APlus;27448AP;636,74
APlus;27454AP;393,48
APlus;27606AP;109
APlus;27611AP;115,65
APlus;27615AP;112,33
APlus;27623AP;176,13
APlus;27624AP;112,33
APlus;27629AP;97,04
APlus;27640AP;541,03
APlus;27650AP;78,43
APlus;27651AP;78,43
APlus;27682AP;646,71
APlus;27683AP;646,71
APlus;27713AP;535,71
APlus;27717AP;374,87
APlus;27718AP;644,72
APlus;27719AP;644,72
APlus;27749AP;849,43
APlus;27751AP;762,36
APlus;27752AP;762,36
APlus;27795AP;693,24
APlus;27796AP;693,24
APlus;27899AP;519,1
APlus;27924AP;1256,2
APlus;27983AP;644,72
APlus;28073AP;209,37
APlus;28160AP;782,3
APlus;28304AP;418,73
APlus;28305AP;418,73
APlus;28417AP;1629,74
APlus;28418AP;289,79
APlus;28448AP;1179,1
APlus;28514AP;123,63
APlus;28634AP;556,32
APlus;28893AP;2589,51
APlus;28939AP;413,42
APlus;29755AP;546,35
APlus;29756AP;546,35
APlus;29760AP;546,35
APlus;30696AP;465,93
APlus;30709AP;152,21
APlus;30742AP;343,63
APlus;31227AP;1272,82
APlus;31462AP;885,99
APlus;31468AP;458,61
APlus;31616AP;219,34
APlus;32381AP;1092,03
APlus;32732AP;589,55
APlus;32733AP;589,55
APlus;32999AP;432,03
APlus;61261AP;2956,4
APlus;61264AP;1700,2
APlus;61265AP;2503,77
APlus;61269AP;1465,57
APlus;61270AP;1498,8
APlus;61271AP;1666,3
APlus;61273AP;2001,29
APlus;61274AP;1783,94
APlus;61275AP;1507,45
APlus;61276AP;1750,05
APlus;61277AP;1616,45
APlus;61278AP;2152,16
APlus;61279AP;2721,78
APlus;61284AP;1599,83
APlus;61285AP;1565,94
APlus;61286AP;1700,2
APlus;61290AP;2621,41
APlus;61291AP;1557,96
APlus;61293AP;2847,4
APlus;61294AP;2219,29
APlus;61295AP;2286,42
APlus;61296AP;2570,9
APlus;61300AP;1465,57
APlus;61301AP;1557,96
APlus;61307AP;2252,53
APlus;61314AP;1900,92
APlus;61315AP;2922,5
APlus;61325AP;2168,78
APlus;61329AP;1365,21
